Order Date,TPT,Ship ahead day count,Ship Late Day count,Product ID,Unit quantity,Weight,Truck Count,Daily Capacity 
2017-01-02,2,3,0,1650568,247,351.52,12,1013
2017-01-03,2,3,0,1650568,203,286.25973550183147,10,1013
2017-01-03,2,3,0,1650568,427,596.78,20,1013
2017-01-04,2,3,0,1650568,665,855.7396899937618,29,1013
2017-01-05,2,3,0,1650568,640,841.5745612996031,29,1013
2017-01-05,2,3,0,1650568,266,391.475938266283,14,1013
2017-01-06,2,3,0,1650568,616,768.48,26,1013
2017-01-06,2,3,0,1650568,271,279.6834616203509,10,1013
2017-01-07,2,3,0,1650568,481,599.69,20,1013
2017-01-07,2,3,0,1677884,462,543.1632209052881,19,1013
2017-01-08,2,3,0,1677878,295,399.4777972390006,14,1013
2017-01-08,2,3,0,1677878,379,493.1109817991933,17,1013
2017-01-09,2,3,0,1677878,536,789.9390719965634,27,1013
2017-01-10,2,3,0,1677878,345,451.297500860739,16,1013
2017-01-10,2,3,0,1677878,204,247.72996445865112,9,1013
2017-01-11,2,3,0,1677878,663,913.3051096696336,31,1013
2017-01-12,2,3,0,1677878,621,872.4,30,1013
2017-01-12,2,3,0,1677878,311,451.94,16,1013
2017-01-13,2,3,0,1677878,384,454.86,16,1013
2017-01-13,2,3,0,1622685,643,956.7884770800124,32,1013
2017-01-14,2,3,0,1666396,626,836.96,28,1013
2017-01-14,2,3,0,1666954,288,355.9848111695867,12,1013
2017-01-15,2,3,0,1660153,370,481.78,17,1013
2017-01-15,2,3,0,1660153,256,339.35,12,1013
2017-01-16,2,3,0,1660153,658,772.41,26,1013
2017-01-16,2,3,0,1660153,456,523.4,18,1013
2017-01-17,2,3,0,1636782,643,831.3660794779113,28,1013
2017-01-18,2,3,0,1636782,632,691.6040840174715,24,1013
2017-01-18,2,3,0,1636782,224,270.9559159237241,10,1013
2017-01-19,2,3,0,1636782,259,324.42,11,1013
2017-01-19,2,0,0,1643056,597,670.22,23,1013
2017-01-20,2,0,0,1650904,375,493.63,17,1013
2017-01-20,2,0,0,1650904,303,435.35552412915706,15,1013
2017-01-21,2,0,0,1650905,595,801.8573875132545,27,1013
2017-01-21,2,0,0,1650905,409,420.5992305013304,15,1013
2017-01-22,2,0,0,1697444,354,528.6,18,1013
2017-01-23,2,0,0,1697444,673,688.83,23,1013
2017-01-24,2,0,0,1683191,266,354.41840583432224,12,1013
2017-01-24,2,0,0,1683191,412,607.52,21,1013
2017-01-25,2,0,0,1683191,384,523.5801352983966,18,1013
2017-01-26,2,0,0,1683191,325,326.5035348958341,11,1013
2017-01-27,2,0,0,1683191,350,353.95,12,1013
2017-01-27,2,0,0,1668496,290,412.0197799890079,14,1013
2017-01-28,2,0,0,1668496,337,339.12226393154845,12,1013
2017-01-29,2,0,0,1668496,604,620.39,21,1013
2017-01-30,2,0,0,1668496,544,734.866108465978,25,1013
2017-01-30,2,0,0,1670203,248,261.68888504699174,9,1013
2017-01-31,2,0,0,1670203,468,607.9746922568286,21,1013
2017-02-01,2,0,0,1670203,333,419.16,14,1013
2017-02-01,2,0,0,1700118,654,855.4621890160478,29,1013
2017-02-02,2,0,0,1700118,613,622.3,21,1013
2017-02-03,2,0,0,1700118,355,454.1704915408071,16,1013
2017-02-04,2,0,0,1700118,409,598.0935197556313,20,1013
2017-02-05,2,0,0,1697230,658,986.8342992877594,33,1013
2017-02-06,2,0,0,1696756,492,663.3236970047444,23,1013
2017-02-06,2,0,0,1696756,637,864.8029378342186,29,1013
2017-02-07,2,0,0,1696756,390,436.31564351584177,15,1013
2017-02-07,2,0,0,1696756,539,542.85,19,1013
2017-02-08,2,0,0,1696756,353,376.77732649850657,13,1013
2017-02-08,2,0,0,1697230,576,705.18,24,1013
2017-02-09,2,0,0,1696756,215,235.31,8,1013
2017-02-09,2,0,0,1696758,259,346.18,12,1013
2017-02-10,2,0,0,1696758,280,418.6246111083005,14,1013
2017-02-11,2,0,0,1696758,604,739.364860386879,25,1013
2017-02-11,2,0,0,1700121,545,766.59,26,1013
2017-02-12,2,0,0,1700121,500,727.32,25,1013
2017-02-13,2,0,0,1700121,215,264.99,9,1013
2017-02-14,2,0,0,1696754,680,750.38,26,1013
2017-02-14,2,0,0,1696754,407,538.3615872949154,18,1013
2017-02-15,2,0,0,1696754,464,550.68,19,1013
2017-02-16,2,0,0,1696754,351,379.1144705175552,13,1013
2017-02-17,2,0,0,1696754,362,381.2526381157291,13,1013
2017-02-17,2,0,0,1696754,437,477.7102156692996,16,1013
2017-02-18,2,0,0,1696747,555,694.1249007333645,24,1013
2017-02-18,2,0,0,1696747,268,290.69,10,1013
2017-02-19,2,0,0,1696747,652,842.3480824192878,29,1013
2017-02-19,2,0,0,1696747,306,452.2710157044447,16,1013
2017-02-20,2,0,0,1696747,450,615.6,21,1013
2017-02-21,2,0,0,1696747,408,485.105544550822,17,1013
2017-02-21,2,0,0,1696747,206,208.61833057349108,7,1013
2017-02-22,2,0,0,1696747,556,573.14,20,1013
2017-02-23,2,0,0,1696747,454,523.17,18,1013
2017-02-23,2,0,0,1696747,644,704.8635650443721,24,1013
2017-02-24,2,0,0,1696747,681,861.2728696543047,29,1013
2017-02-24,2,0,0,1696747,689,858.03,29,1013
2017-02-25,2,0,0,1696746,290,331.2684883612257,12,1013
2017-02-25,2,0,0,1696746,276,398.9337301484666,14,1013
2017-02-26,2,0,0,1696746,512,754.9617647732279,26,1013
2017-02-27,2,0,0,1696746,379,447.81,15,1013
2017-02-27,2,0,0,1696746,631,637.6,22,1013
2017-02-28,2,0,0,1696746,454,590.7733770584325,20,1013
2017-02-28,2,0,0,1696746,420,459.2139287604479,16,1013
2017-03-01,2,0,0,1696746,419,517.2681412763317,18,1013
2017-03-02,2,0,0,1696746,588,630.8148491264827,22,1013
2017-03-03,2,0,0,1696746,531,784.4058629834684,27,1013
2017-03-03,2,0,0,1696746,650,759.8323105897194,26,1013
2017-03-04,2,0,0,1696746,265,297.92,10,1013
2017-03-04,2,0,0,1696746,667,835.34,28,1013
2017-03-05,2,0,0,1696746,513,726.607831717475,25,1013
2017-03-06,2,0,0,1696746,467,591.6954750448316,20,1013
2017-03-07,2,0,0,1696746,673,881.91,30,1013
2017-03-07,2,0,0,1696746,367,456.8393239105992,16,1013
2017-03-08,2,0,0,1696746,210,226.3674732406296,8,1013
2017-03-09,2,0,0,1696746,471,554.0,19,1013
2017-03-09,2,0,0,1696746,630,863.9887729992328,29,1013
2017-03-10,2,0,0,1696746,261,296.79,10,1013
2017-03-10,2,0,0,1696746,496,499.5221347303497,17,1013
2017-03-11,2,0,0,1696746,259,282.39480982080653,10,1013
2017-03-11,2,0,0,1695139,477,659.97,22,1013
2017-03-12,2,0,0,1695139,367,408.23,14,1013
2017-03-12,2,0,0,1695139,557,630.2244029655529,22,1013
2017-03-13,2,0,0,1695139,348,407.7020998565597,14,1013
2017-03-13,2,0,0,1676565,340,494.61,17,1013
2017-03-14,2,0,0,1676565,580,646.0745245421851,22,1013
2017-03-14,2,6,6,1676565,624,865.47,29,1013
2017-03-15,2,0,0,1676853,251,276.77,10,1013
2017-03-16,2,0,0,1676853,244,274.05,10,1013
2017-03-17,2,0,0,1676853,226,337.04,12,1013
2017-03-18,2,0,0,1676853,261,383.51,13,1013
2017-03-18,2,0,0,1676853,238,288.34598721278144,10,1013
2017-03-19,2,0,0,1676853,375,547.096391778816,19,1013
2017-03-20,2,0,0,1676853,362,507.3369005006506,17,1013
2017-03-20,2,0,0,1676853,536,548.7522956023581,19,1013
2017-03-21,2,0,0,1680210,263,354.43908397124085,12,1013
2017-03-22,2,0,0,1680210,244,278.9140662373447,10,1013
2017-03-23,2,0,0,1680210,621,626.7518810796194,21,1013
2017-03-24,2,0,0,1680210,618,767.43,26,1013
2017-03-24,2,0,0,1680210,401,419.74,14,1013
2017-03-25,2,0,0,1694720,348,420.44,15,1013
2017-03-25,2,0,0,1694720,228,295.24112096613214,10,1013
2017-03-26,2,0,0,1694720,552,596.6831883744509,20,1013
2017-03-27,2,0,0,1694720,662,833.94,28,1013
2017-03-27,2,0,0,1694720,433,628.31,21,1013
2017-03-28,2,0,0,1694720,521,591.4512313153066,20,1013
2017-03-29,2,0,0,1694720,586,597.501144549803,20,1013
2017-03-29,2,0,0,1694720,405,416.3956850925263,14,1013
2017-03-30,2,0,0,1694720,515,616.12,21,1013
2017-03-31,2,0,0,1694720,692,929.25,31,1013
2017-03-31,2,0,0,1700097,669,802.18,27,1013
2017-04-01,2,0,0,1700094,307,317.55,11,1013
2017-04-02,2,0,0,1700097,294,368.72181905867416,13,1013
2017-04-02,2,0,0,1700097,597,841.73,29,1013
2017-04-03,2,0,0,1700097,673,769.0791866322118,26,1013
2017-04-03,2,0,0,1700097,586,588.950842505859,20,1013
2017-04-04,2,0,0,1700097,213,283.2709197468466,10,1013
2017-04-05,2,0,0,1700097,412,454.62,16,1013
2017-04-05,2,0,0,1700097,651,893.01,30,1013
2017-04-06,2,0,0,1651299,694,964.9142573199484,33,1013
2017-04-06,2,0,0,1651299,251,335.32,12,1013
2017-04-07,2,0,0,1651299,285,422.63,15,1013
2017-04-07,2,0,0,1651299,437,514.01,18,1013
2017-04-08,2,0,0,1651299,285,407.5023405424727,14,1013
2017-04-08,2,0,0,1651299,303,325.2404472107305,11,1013
2017-04-09,2,0,0,1651299,540,738.1517501428901,25,1013
2017-04-09,2,6,6,1683634,480,652.43,22,1013
2017-04-10,2,0,0,1683634,529,717.88,24,1013
2017-04-11,2,0,0,1683634,396,587.3,20,1013
2017-04-11,2,0,0,1689147,512,659.271576282816,22,1013
2017-04-12,2,0,0,1689147,467,529.64,18,1013
2017-04-12,2,0,0,1689147,647,900.28,31,1013
2017-04-13,2,0,0,1689147,279,374.74814161772576,13,1013
2017-04-13,2,0,0,1689147,454,543.75,19,1013
2017-04-14,2,0,0,1689147,523,642.63,22,1013
2017-04-14,2,0,0,1689145,444,502.91,17,1013
2017-04-15,2,0,0,1689145,533,614.760676448842,21,1013
2017-04-15,2,0,0,1689147,398,565.44,19,1013
2017-04-16,2,0,0,1689147,426,592.05,20,1013
2017-04-16,2,0,0,1669702,557,632.0529789621418,22,1013
2017-04-17,2,0,0,1669702,216,237.32,8,1013
2017-04-18,2,0,0,1669702,258,276.95,10,1013
2017-04-19,2,0,0,1662552,598,862.4870241304204,29,1013
2017-04-20,2,0,0,1662552,679,937.32,32,1013
2017-04-21,2,0,0,1662552,271,374.79650938486463,13,1013
2017-04-22,2,0,0,1662552,316,382.58,13,1013
2017-04-23,2,0,0,1687346,409,518.92,18,1013
2017-04-24,2,0,0,1687346,578,608.8,21,1013
2017-04-25,2,0,0,1689469,513,623.7184440982938,21,1013
2017-04-26,2,0,0,1689469,603,801.65,27,1013
2017-04-26,2,0,0,1689469,655,819.4481124011469,28,1013
2017-04-27,2,0,0,1689469,539,678.4396476078284,23,1013
2017-04-28,2,0,0,1689469,464,583.26,20,1013
2017-04-29,2,0,0,1689469,448,521.3466861017109,18,1013
2017-04-30,2,0,0,1689469,533,739.85,25,1013
2017-05-01,2,0,0,1689469,661,761.9192370775446,26,1013
2017-05-01,2,0,0,1689469,682,933.93,32,1013
2017-05-02,2,0,0,1689469,697,882.9560209434774,30,1013
2017-05-02,2,0,0,1689469,341,346.4666897203102,12,1013
2017-05-03,2,0,0,1689469,305,438.87,15,1013
2017-05-03,2,0,0,1689469,352,433.0279669188071,15,1013
2017-05-04,2,0,0,1687346,278,366.46,13,1013
2017-05-04,2,0,0,1689469,581,719.11,24,1013
2017-05-05,2,0,0,1689469,315,453.94,16,1013
2017-05-06,2,0,0,1687346,215,254.1715283400269,9,1013
2017-05-07,2,0,0,1689469,302,410.54,14,1013
2017-05-08,2,0,0,1687346,572,586.3063683381356,20,1013
2017-05-08,2,0,0,1689469,599,672.36,23,1013
2017-05-09,2,0,0,1689469,535,764.78,26,1013
2017-05-09,2,0,0,1689469,635,896.41,30,1013
2017-05-10,2,0,0,1669409,520,731.953658167069,25,1013
2017-05-10,2,0,0,1669409,382,494.9,17,1013
2017-05-11,2,0,0,1669409,656,975.109359719164,33,1013
2017-05-12,2,0,0,1669409,245,350.7210254581599,12,1013
2017-05-13,2,0,0,1669409,329,421.2087234725588,15,1013
2017-05-13,2,0,0,1669409,653,783.7049640320969,27,1013
2017-05-14,2,0,0,1668421,688,916.94,31,1013
2017-05-14,2,0,0,1656839,302,302.7588510081621,11,1013
2017-05-15,2,0,0,1656839,430,625.8215508755067,21,1013
2017-05-15,2,0,0,1656839,547,603.14,21,1013
2017-05-16,2,0,0,1660885,487,528.8471477842382,18,1013
2017-05-16,2,0,0,1660885,414,426.04072605523146,15,1013
2017-05-17,2,0,0,1660885,543,693.6300348713768,24,1013
2017-05-18,2,0,0,1660885,301,356.0,12,1013
2017-05-18,2,0,0,1660885,495,671.7476684165327,23,1013
2017-05-19,2,0,0,1660885,571,622.5,21,1013
2017-05-20,2,0,0,1657064,260,286.05,10,1013
2017-05-20,2,0,0,1657064,610,829.27,28,1013
2017-05-21,2,0,0,1668550,276,375.05,13,1013
2017-05-21,2,0,0,1668550,227,324.86,11,1013
2017-05-22,2,0,0,1668550,374,462.5574962334589,16,1013
2017-05-23,2,0,0,1668550,384,449.96,15,1013
2017-05-23,2,0,0,1668550,256,256.0308319382869,9,1013
2017-05-24,2,0,0,1668550,679,790.41,27,1013
2017-05-24,2,0,0,1668550,365,502.64721651129264,17,1013
2017-05-25,2,0,0,1668550,681,770.88,26,1013
2017-05-25,2,0,0,1668550,451,457.66171392189176,16,1013
2017-05-26,2,0,0,1668550,404,579.72,20,1013
2017-05-26,2,0,0,1668550,452,595.9488943980024,20,1013
2017-05-27,2,0,0,1668550,355,469.87,16,1013
2017-05-27,2,0,0,1668550,247,357.34,12,1013
2017-05-28,2,0,0,1668550,558,621.4580628840791,21,1013
2017-05-29,2,0,0,1668545,670,706.3834797860751,24,1013
2017-05-30,2,0,0,1668545,279,400.99,14,1013
2017-05-31,2,0,0,1668545,595,611.0347413921521,21,1013
2017-06-01,2,0,0,1668547,468,535.7084639920057,18,1013
2017-06-01,2,0,0,1668547,252,268.98,9,1013
2017-06-02,2,0,0,1668547,585,751.48,26,1013
2017-06-02,2,0,0,1668547,378,451.16766619554704,16,1013
2017-06-03,2,0,0,1668547,575,675.47,23,1013
2017-06-03,2,0,0,1668547,644,902.12,31,1013
2017-06-04,2,0,0,1668547,692,964.19,33,1013
2017-06-05,2,0,0,1668547,265,265.0245383766462,9,1013
2017-06-05,2,0,0,1668547,316,429.0499408301383,15,1013
2017-06-06,2,0,0,1668547,629,671.7361942151283,23,1013
2017-06-07,2,0,0,1668547,258,381.451938184287,13,1013
2017-06-08,2,0,0,1668547,398,435.0627427216551,15,1013
2017-06-09,2,0,0,1683197,669,986.98,33,1013
2017-06-10,2,0,0,1683200,479,623.4964729718814,21,1013
2017-06-10,2,0,0,1683200,622,918.43,31,1013
2017-06-11,2,0,0,1683200,615,762.36,26,1013
2017-06-12,2,0,0,1683203,373,387.85,13,1013
2017-06-12,2,0,0,1696488,344,425.03,15,1013
2017-06-13,2,0,0,1696488,472,674.41,23,1013
2017-06-13,2,0,0,1696482,505,614.9550450806746,21,1013
2017-06-14,2,0,0,1696482,382,523.8481972633765,18,1013
2017-06-15,2,0,0,1696482,213,293.0,10,1013
2017-06-15,2,0,0,1696482,693,704.13,24,1013
2017-06-16,2,0,0,1696482,267,368.39,13,1013
2017-06-16,2,0,0,1696482,331,429.95426921958153,15,1013
2017-06-17,2,0,0,1696482,466,611.531159604196,21,1013
2017-06-17,2,0,0,1696482,255,285.6161441075688,10,1013
2017-06-18,2,0,0,1696482,593,645.4933368276699,22,1013
2017-06-18,2,0,0,1696482,207,268.2305299218825,9,1013
2017-06-19,2,0,0,1696488,599,872.21,30,1013
2017-06-20,2,0,0,1696482,605,686.75,23,1013
2017-06-21,2,0,0,1696482,519,678.92,23,1013
2017-06-22,2,0,0,1672676,419,462.59904425009626,16,1013
2017-06-22,2,6,6,1672661,411,526.6372221568228,18,1013
2017-06-23,2,0,0,1672661,280,299.7078640879698,10,1013
2017-06-24,2,0,0,1677889,550,760.13,26,1013
2017-06-24,2,0,0,1677878,399,472.3735235533725,16,1013
2017-06-25,2,0,0,1677878,203,293.61,10,1013
2017-06-26,2,0,0,1677878,332,409.32,14,1013
2017-06-27,2,0,0,1677878,489,572.3786792676451,20,1013
2017-06-27,2,0,0,1677878,509,643.0626869000857,22,1013
2017-06-28,2,0,0,1677878,345,351.51,12,1013
2017-06-29,2,0,0,1677878,418,448.96,15,1013
2017-06-29,2,0,0,1677878,413,594.18,20,1013
2017-06-30,2,0,0,1677878,502,707.42,24,1013
2017-07-01,2,0,0,1677878,509,531.0773069061114,18,1013
2017-07-01,2,0,0,1677878,442,502.5840929494184,17,1013
2017-07-02,2,0,0,1677878,462,475.13,16,1013
2017-07-03,2,0,0,1677878,535,683.98,23,1013
2017-07-03,2,0,0,1677878,470,650.2282976920524,22,1013
2017-07-04,2,0,0,1622685,661,865.2634359503952,29,1013
2017-07-04,2,0,0,1622685,645,718.2079190366406,24,1013
2017-07-05,2,0,0,1622685,487,577.58,20,1013
2017-07-05,2,0,0,1693618,565,837.7374273586856,28,1013
